Order,LotFrontage,LotArea,Street,LotConfig,LandSlope,BldgType,OverallQual,OverallCond,YearBuilt,BsmtQual,TotalBsmtSF,Heating,HeatingQC,CentralAir,x1stFlrSF,x2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageArea,GarageQual,WoodDeckSF,PoolArea,MoSold,YrSold,SalePrice,Salecat
1797,81,10411,Pave,Corner,Gtl,1Fam,5,5,2007,Gd,725,GasA,Ex,Y,725,863,3,0,3,1,Gd,8,0,NA,Attchd,561,TA,0,0,7,2007,212109,1
1798,75,9000,Pave,Inside,Gtl,1Fam,8,5,2006,Gd,1088,GasA,Ex,Y,1088,871,2,1,3,1,Gd,8,1,Gd,Attchd,1025,TA,208,0,12,2007,270000,1
1799,75,9000,Pave,Inside,Gtl,1Fam,8,5,2007,Gd,1184,GasA,Ex,Y,1184,1426,2,1,4,1,Ex,11,1,Gd,BuiltIn,550,TA,208,0,8,2007,303477,1
1800,112,12217,Pave,Inside,Gtl,1Fam,8,5,2007,Ex,955,GasA,Ex,Y,955,925,2,1,3,1,Ex,8,1,Gd,Attchd,880,TA,168,0,12,2007,310013,1
1801,84,11096,Pave,Inside,Gtl,1Fam,8,5,2006,Gd,1656,GasA,Ex,Y,1656,0,2,0,3,1,Gd,7,0,NA,Attchd,826,TA,0,0,7,2007,249700,1
1802,84,10207,Pave,Inside,Gtl,1Fam,7,6,2007,Gd,874,GasA,Ex,Y,874,887,3,0,3,1,Gd,7,0,NA,Attchd,578,TA,144,0,8,2007,227875,1
1803,84,10440,Pave,Corner,Gtl,1Fam,8,5,2007,Gd,1574,GasA,Ex,Y,1584,0,2,0,2,1,Ex,6,1,Gd,Attchd,594,TA,0,0,5,2007,261329,1
1804,100,11824,Pave,Corner,Gtl,1Fam,8,5,2006,Gd,1685,GasA,Ex,Y,1685,0,2,0,2,1,Gd,5,1,Gd,Attchd,658,TA,112,0,4,2007,253000,1
1805,85,10625,Pave,Inside,Gtl,1Fam,6,5,2004,Gd,1158,GasA,Ex,Y,1158,1285,2,1,4,1,Gd,9,1,Gd,BuiltIn,744,TA,193,0,6,2007,265000,1
1806,102,11143,Pave,Corner,Gtl,1Fam,8,5,2004,Gd,1580,GasA,Ex,Y,1580,886,3,0,4,1,Gd,8,1,Gd,Attchd,610,TA,159,0,12,2007,340000,1
1807,63,7500,Pave,Inside,Gtl,1Fam,6,5,2006,Gd,1100,GasA,Ex,Y,1100,0,1,1,3,1,TA,6,0,NA,NA,0,NA,0,0,6,2007,146000,0
1808,63,7500,Pave,Inside,Gtl,1Fam,7,5,2006,Gd,1143,GasA,Ex,Y,1143,0,1,1,3,1,Gd,5,0,NA,NA,0,NA,0,0,10,2007,147000,0
1809,60,12450,Pave,Inside,Gtl,1Fam,5,5,2003,Gd,1094,GasA,Ex,Y,1094,0,1,0,3,1,Gd,6,0,NA,Detchd,576,TA,0,0,5,2007,149000,0
1810,65,7441,Pave,Inside,Gtl,1Fam,7,5,2006,Gd,1461,GasA,Ex,Y,1486,0,2,0,3,1,Gd,7,0,NA,Attchd,566,TA,0,0,6,2007,181000,1
1811,70,8462,Pave,Inside,Gtl,1Fam,6,5,1994,Gd,928,GasA,Ex,Y,936,785,2,1,3,1,Gd,7,0,NA,Attchd,471,TA,300,0,7,2007,201000,1
1812,,11613,Pave,Corner,Gtl,1Fam,6,5,1993,Gd,864,GasA,Ex,Y,920,900,2,1,3,1,Gd,7,0,NA,Attchd,492,TA,144,0,5,2007,191750,1
1813,65,8450,Pave,Inside,Gtl,1Fam,7,5,2000,Gd,1349,GasA,Ex,Y,1349,0,2,0,3,1,TA,6,0,NA,Attchd,539,TA,120,0,12,2007,179000,1
1814,,16196,Pave,Inside,Gtl,1Fam,7,5,1998,Gd,1482,GasA,Ex,Y,1494,0,2,0,3,1,Gd,5,1,Fa,Attchd,514,TA,402,0,8,2007,215000,1
1815,50,8012,Pave,Inside,Gtl,TwnhsE,6,5,1992,Gd,1575,GasA,Gd,Y,1575,0,2,0,2,1,Gd,5,0,NA,Attchd,529,TA,0,0,7,2007,179200,1
1816,50,8012,Pave,Inside,Gtl,TwnhsE,6,5,1980,TA,630,GasA,Ex,Y,630,636,1,1,2,1,TA,5,2,TA,Attchd,283,TA,340,0,7,2007,128000,0
1817,,9180,Pave,CulDSac,Gtl,1Fam,5,7,1983,Gd,840,GasA,Gd,Y,884,0,1,0,2,1,Gd,5,0,NA,Attchd,504,TA,240,0,12,2007,144000,0
1818,60,8400,Pave,Inside,Gtl,Duplex,5,5,1977,NA,0,GasA,TA,Y,2020,0,2,0,4,2,TA,10,2,TA,Detchd,630,TA,0,0,10,2007,144000,0
1819,64,6285,Pave,Inside,Gtl,1Fam,5,5,1977,Gd,894,GasA,TA,Y,894,0,1,0,2,1,TA,5,0,NA,Detchd,308,TA,192,0,3,2007,120750,0
1820,80,8480,Pave,Corner,Gtl,1Fam,5,6,1963,TA,970,GasA,TA,Y,970,0,1,0,2,1,TA,5,0,NA,Detchd,624,TA,0,0,7,2007,132500,0
1821,70,7420,Pave,Inside,Gtl,1Fam,5,5,1962,TA,1057,GasA,TA,Y,1057,0,1,0,3,1,TA,6,0,NA,Detchd,576,TA,0,0,4,2007,132000,0
1822,,7758,Pave,Corner,Gtl,1Fam,5,7,1962,TA,999,GasA,Gd,Y,999,0,1,0,3,1,Gd,6,0,NA,Detchd,264,TA,0,0,3,2007,132500,0
1823,85,6970,Pave,Corner,Gtl,1Fam,4,5,1961,TA,1040,GasA,TA,Y,1120,0,1,1,3,1,Fa,5,0,NA,Attchd,544,TA,168,0,5,2007,129000,0
1824,40,13673,Pave,CulDSac,Gtl,1Fam,5,5,1962,TA,1140,GasA,TA,Y,1696,0,1,1,3,1,TA,8,1,TA,Attchd,349,TA,0,0,3,2007,143900,0
1825,84,7476,Pave,Corner,Gtl,1Fam,5,7,1968,TA,1040,GasA,TA,Y,1040,0,1,1,3,1,TA,5,0,NA,Detchd,686,TA,188,0,6,2007,145000,0
1826,,9945,Pave,Inside,Gtl,1Fam,5,5,1961,TA,988,GasA,TA,Y,988,0,1,0,3,1,TA,5,0,NA,Detchd,572,TA,0,0,10,2007,128500,0
1827,,6173,Pave,Inside,Gtl,1Fam,5,6,1967,TA,876,GasA,TA,Y,902,0,1,0,3,1,TA,6,0,NA,Attchd,288,TA,0,0,8,2007,125500,0
1828,,19522,Pave,Inside,Gtl,1Fam,7,5,1990,Gd,1223,GasA,Gd,Y,1271,1232,2,1,3,1,Gd,7,1,TA,Attchd,564,TA,0,0,2,2007,300000,1
1829,,17542,Pave,Inside,Gtl,1Fam,7,7,1974,TA,1192,GasA,TA,Y,1516,651,2,1,3,1,Gd,9,2,Gd,Attchd,518,TA,220,0,7,2007,294000,1
1830,44,10751,Pave,CulDSac,Gtl,1Fam,5,5,1974,Fa,1037,GasA,TA,Y,1037,0,1,0,2,1,TA,5,0,NA,Attchd,431,TA,136,0,8,2007,129000,0
1831,,16647,Pave,CulDSac,Gtl,1Fam,5,5,1975,Gd,1390,GasA,TA,Y,1701,0,2,0,3,1,TA,6,2,TA,Basment,611,TA,0,0,1,2007,171000,1
1832,43,12712,Pave,CulDSac,Gtl,1Fam,6,7,1973,Gd,1044,GasA,TA,Y,1055,0,1,0,2,1,Gd,5,1,TA,Attchd,542,TA,455,0,1,2007,147000,0
1833,,9572,Pave,Inside,Gtl,1Fam,8,5,1990,Ex,1453,GasA,Ex,Y,1453,1357,2,1,4,1,Gd,9,1,Ex,Attchd,750,Gd,500,0,6,2007,302000,1
1834,85,10678,Pave,Inside,Gtl,1Fam,8,5,1992,Gd,1683,GasA,Ex,Y,2129,743,2,1,4,1,Gd,9,1,TA,Attchd,541,TA,0,0,4,2007,285000,1
1835,45,4379,Pave,FR2,Gtl,TwnhsE,8,5,2004,Gd,1378,GasA,Ex,Y,1378,0,2,0,2,1,Gd,6,1,Gd,Attchd,540,TA,160,0,7,2007,214000,1
1836,80,3523,Pave,Inside,Gtl,TwnhsE,8,5,2006,Gd,1141,GasA,Ex,Y,1151,0,2,0,2,1,Gd,5,0,NA,Attchd,484,TA,0,0,2,2007,166000,1
1837,32,3784,Pave,Inside,Gtl,TwnhsE,8,5,2006,Gd,1511,GasA,Ex,Y,1565,0,2,0,2,1,Gd,5,0,NA,Attchd,476,TA,0,0,2,2007,193800,1
1838,47,4230,Pave,Corner,Gtl,TwnhsE,7,5,2006,Ex,1352,GasA,Ex,Y,1352,0,2,0,2,1,Gd,5,1,Gd,Attchd,466,TA,0,0,4,2007,208900,1
1839,40,3606,Pave,Inside,Gtl,TwnhsE,7,5,2006,Ex,1352,GasA,Ex,Y,1352,0,2,0,2,1,Gd,5,1,Gd,Attchd,466,TA,0,0,8,2007,194000,1
1840,30,5330,Pave,Inside,Gtl,TwnhsE,8,5,2006,Gd,1550,GasA,Ex,Y,1550,0,2,1,2,1,Gd,5,0,NA,Attchd,528,TA,0,0,7,2007,207500,1
1841,35,4274,Pave,Inside,Gtl,TwnhsE,7,5,2006,Gd,1241,GasA,Ex,Y,1241,0,1,1,1,1,Gd,4,0,NA,Attchd,569,TA,0,0,11,2007,199900,1
1842,35,4251,Pave,Inside,Gtl,TwnhsE,7,5,2006,Gd,625,GasA,Ex,Y,625,625,2,1,2,1,Gd,5,0,NA,Detchd,528,TA,0,0,6,2007,164700,1
1843,24,2280,Pave,Inside,Gtl,Twnhs,6,5,1999,Gd,744,GasA,Gd,Y,757,744,2,1,3,1,TA,6,1,TA,Detchd,440,TA,0,0,9,2007,176500,1
1844,34,3230,Pave,Corner,Gtl,TwnhsE,6,5,1999,Gd,729,GasA,Gd,Y,729,729,2,1,2,1,TA,5,1,Fa,Detchd,440,TA,0,0,6,2007,176000,1
1845,,2117,Pave,Inside,Gtl,TwnhsE,6,5,2000,Gd,756,GasA,Ex,Y,756,756,2,1,2,1,Gd,4,1,TA,Detchd,440,TA,0,0,6,2007,168500,1
1846,24,2117,Pave,Inside,Gtl,Twnhs,6,5,2000,Gd,756,GasA,Ex,Y,769,804,2,1,3,1,Gd,4,0,NA,Detchd,440,TA,0,0,9,2007,177000,1
1847,,2117,Pave,Inside,Gtl,Twnhs,6,5,2000,Gd,756,GasA,Ex,Y,769,756,2,1,3,1,Gd,5,1,TA,Detchd,440,TA,0,0,6,2007,177000,1
1848,,5105,Pave,FR2,Gtl,TwnhsE,7,5,2004,Gd,551,GasA,Ex,Y,551,551,2,1,2,1,Gd,4,0,NA,Detchd,480,TA,0,0,3,2007,148800,0
1849,24,2645,Pave,Inside,Gtl,Twnhs,8,5,1999,Gd,776,GasA,Ex,Y,764,677,2,1,2,1,Gd,5,0,NA,Detchd,492,TA,206,0,11,2007,174000,1
1850,66,7399,Pave,Inside,Gtl,1Fam,7,5,1997,Gd,975,GasA,Ex,Y,975,975,2,1,3,1,Gd,7,1,TA,Detchd,576,TA,0,0,6,2007,239000,1
1851,73,7321,Pave,Inside,Gtl,1Fam,7,5,1999,Gd,1339,GasA,Ex,Y,1358,0,2,0,3,1,Gd,5,0,NA,Detchd,625,TA,176,0,12,2007,204000,1
1852,,8010,Pave,Inside,Gtl,1Fam,8,5,2003,Ex,1054,GasA,Ex,Y,1072,976,2,1,3,1,Gd,8,2,Gd,Detchd,552,TA,0,0,8,2007,301000,1
1853,106,8413,Pave,Inside,Gtl,1Fam,8,5,1998,Ex,1220,GasA,Ex,Y,1220,1142,2,1,3,1,Gd,8,2,TA,Attchd,1105,Gd,147,0,6,2007,312500,1
1854,50,9466,Pave,FR2,Gtl,TwnhsE,8,5,1994,Gd,1494,GasA,Ex,Y,1494,0,1,1,1,1,Gd,5,1,Gd,Attchd,478,TA,0,0,5,2007,279700,1
1855,80,12000,Pave,Inside,Gtl,1Fam,7,6,1980,Gd,2002,GasA,Ex,Y,2362,0,2,1,3,1,Gd,8,1,TA,Attchd,546,Gd,180,0,3,2007,255000,1
1856,,16157,Pave,FR2,Gtl,1Fam,5,7,1978,Gd,1360,GasA,Ex,Y,1432,0,1,1,2,1,Gd,5,1,TA,Attchd,588,TA,168,0,6,2007,194000,1
1857,90,10768,Pave,Corner,Gtl,1Fam,5,8,1976,Gd,1437,GasA,TA,Y,1437,0,2,0,3,1,Gd,6,1,Fa,Attchd,528,TA,0,0,7,2007,218000,1
1858,40,3840,Pave,Inside,Gtl,TwnhsE,8,6,1978,Gd,1057,GasA,TA,Y,1295,0,1,0,1,1,Gd,4,2,TA,Attchd,571,TA,133,0,7,2007,213750,1
1859,80,9600,Pave,FR2,Gtl,1Fam,6,7,1976,TA,528,GasA,Ex,Y,1094,761,2,1,3,1,TA,7,1,TA,Attchd,512,TA,113,0,8,2007,187000,1
1860,80,9600,Pave,FR2,Gtl,1Fam,6,8,1976,Gd,1262,GasA,Ex,Y,1262,0,2,0,3,1,TA,6,1,TA,Attchd,460,TA,298,0,5,2007,181500,1
1861,94,17778,Pave,Inside,Gtl,1Fam,8,5,1981,Gd,2461,GasA,Gd,Y,2497,0,2,0,2,1,Gd,7,2,Gd,Attchd,676,TA,266,0,3,2007,373000,1
1862,,18890,Pave,Inside,Gtl,Duplex,5,5,1977,Gd,1361,GasA,Ex,Y,1361,1259,2,2,4,2,TA,12,1,TA,BuiltIn,600,TA,155,0,8,2007,190000,1
1863,,7050,Pave,Inside,Gtl,1Fam,7,5,2001,Gd,1057,GasA,Ex,Y,1057,872,2,1,3,1,Gd,7,1,TA,Attchd,650,TA,0,0,5,2007,226000,1
1864,78,11700,Pave,Inside,Gtl,1Fam,6,6,1968,TA,912,GasA,Ex,Y,1152,0,1,1,3,1,TA,7,0,NA,Attchd,412,TA,0,0,9,2007,143450,0
1865,80,8000,Pave,Inside,Gtl,1Fam,6,6,1970,TA,1008,GasA,TA,Y,1403,1008,2,1,4,1,TA,8,1,Po,Attchd,570,TA,0,0,6,2007,240050,1
1866,,8723,Pave,Inside,Gtl,1Fam,6,6,1969,Gd,973,GasA,Ex,Y,1082,0,1,0,3,1,TA,6,0,NA,Attchd,480,TA,160,0,1,2007,162500,1
1867,130,11700,Pave,Corner,Gtl,1Fam,6,5,1968,Gd,1295,GasA,Fa,Y,1295,0,1,1,3,1,TA,6,0,NA,Attchd,528,TA,0,0,4,2007,164000,1
1868,108,11358,Pave,Corner,Gtl,1Fam,7,7,1972,TA,1124,GasA,TA,Y,1610,0,2,0,3,1,Gd,8,1,TA,Attchd,515,TA,202,0,5,2007,185000,1
1869,80,9547,Pave,Inside,Gtl,1Fam,7,6,1993,Gd,1594,GasA,Ex,Y,1594,0,2,0,2,1,Gd,6,1,TA,Attchd,472,TA,190,0,7,2007,188500,1
1870,78,10530,Pave,Inside,Gtl,1Fam,7,6,1993,Gd,1148,GasA,Ex,Y,1091,984,2,1,3,1,Gd,8,1,Gd,Attchd,473,TA,235,0,8,2007,255000,1
1871,,11500,Pave,Corner,Gtl,Duplex,5,6,1976,TA,1680,GasA,Fa,Y,1680,0,2,0,4,2,TA,8,0,NA,Detchd,528,TA,0,0,6,2007,136905,0
1872,88,10738,Pave,Corner,Gtl,1Fam,6,7,1966,TA,1093,GasA,Gd,Y,1093,0,2,0,3,1,TA,6,1,Fa,Attchd,484,TA,224,0,11,2007,158500,1
1873,80,9600,Pave,Inside,Gtl,1Fam,7,6,1973,TA,1242,GasA,Fa,Y,1242,0,1,1,3,1,TA,6,1,TA,Attchd,528,TA,0,0,9,2007,175500,1
1874,80,10800,Pave,Inside,Gtl,1Fam,6,5,1963,TA,1052,GasA,TA,Y,1052,0,1,0,3,1,TA,6,0,NA,Attchd,311,TA,0,0,2,2007,127000,0
1875,70,8050,Pave,Inside,Gtl,1Fam,5,6,1967,TA,949,GasA,TA,Y,1107,0,1,0,3,1,Gd,5,0,NA,Attchd,308,TA,88,0,3,2007,127000,0
1876,,10355,Pave,Corner,Gtl,1Fam,5,5,1967,TA,1214,GasA,TA,Y,1214,0,2,0,3,1,TA,5,1,Fa,Attchd,318,TA,0,0,7,2007,143000,0
1877,79,10289,Pave,Inside,Gtl,1Fam,5,7,1965,TA,1073,GasA,TA,Y,1073,0,1,1,3,1,TA,6,0,NA,Attchd,515,TA,0,0,6,2007,156000,1
1878,,9503,Pave,Inside,Gtl,1Fam,5,5,1958,TA,1024,GasA,TA,Y,1344,0,1,0,2,1,TA,6,1,TA,Detchd,484,TA,316,0,6,2007,144000,0
1879,,10624,Pave,Inside,Gtl,Duplex,5,4,1964,TA,1728,GasA,TA,Y,1728,0,2,0,6,2,TA,10,0,NA,Detchd,352,TA,155,0,11,2007,119000,0
1880,,10899,Pave,Inside,Gtl,Duplex,4,5,1964,NA,0,GasA,TA,N,1224,0,2,0,2,2,TA,8,0,NA,CarPort,530,TA,0,0,4,2007,103000,0
1881,,12342,Pave,Inside,Gtl,1Fam,5,5,1960,TA,978,GasA,TA,Y,1422,0,1,0,3,1,TA,6,1,TA,Attchd,286,TA,0,0,8,2007,139900,0
1882,,12772,Pave,CulDSac,Gtl,1Fam,6,8,1960,TA,958,GasA,TA,Y,958,0,1,0,2,1,TA,5,0,NA,Attchd,301,TA,0,0,4,2007,151500,1
1883,80,8892,Pave,Inside,Gtl,1Fam,5,5,1960,TA,1065,GasA,Gd,Y,1065,0,1,1,3,1,TA,6,0,NA,Detchd,461,TA,74,0,7,2007,126500,0
1884,65,10482,Pave,Inside,Gtl,1Fam,6,8,1958,TA,588,GasA,Ex,Y,1138,0,1,0,3,1,TA,6,0,NA,Attchd,264,TA,224,0,6,2007,145000,0
1885,70,7535,Pave,Inside,Gtl,1Fam,5,7,1958,TA,912,GasA,Fa,Y,912,0,1,0,2,1,TA,5,0,NA,Attchd,297,TA,12,0,6,2007,120000,0
1886,74,7450,Pave,Inside,Gtl,1Fam,5,5,1956,TA,894,GasA,Gd,Y,1074,0,1,0,2,1,Gd,6,1,Gd,Detchd,396,TA,0,0,1,2007,124000,0
1887,,8339,Pave,Inside,Gtl,1Fam,5,7,1959,NA,0,GasA,TA,Y,882,0,1,0,3,1,TA,5,0,NA,Attchd,294,TA,0,0,7,2007,106500,0
1888,,14357,Pave,CulDSac,Gtl,1Fam,5,5,1961,TA,864,GasA,TA,Y,1187,0,1,0,2,1,TA,6,1,TA,Attchd,440,TA,128,0,8,2007,140500,0
1889,76,8243,Pave,CulDSac,Gtl,1Fam,5,7,1961,TA,964,GasA,Ex,Y,964,0,1,0,3,1,TA,5,1,Fa,Detchd,784,TA,170,0,2,2007,137500,0
1890,70,8680,Pave,Inside,Gtl,1Fam,5,7,1960,TA,894,GasA,TA,Y,894,0,1,0,3,1,TA,5,0,NA,Detchd,312,TA,0,0,1,2007,117600,0
1891,80,8800,Pave,Inside,Gtl,1Fam,7,6,1966,TA,1174,GasA,Ex,Y,1200,0,2,0,3,1,TA,6,1,TA,Attchd,440,TA,0,0,10,2007,163500,1
1892,80,9200,Pave,Inside,Gtl,1Fam,6,5,1965,TA,1042,GasA,TA,Y,1042,0,2,0,3,1,TA,5,0,NA,Attchd,440,TA,192,0,5,2007,161000,1
1893,85,9350,Pave,Inside,Gtl,1Fam,6,7,1964,Gd,1302,GasA,Ex,Y,1302,0,2,0,3,1,Gd,7,0,NA,Attchd,309,TA,333,0,10,2007,158000,1
1894,80,8800,Pave,Inside,Gtl,1Fam,6,7,1964,TA,845,GasA,Ex,Y,845,1309,2,1,5,1,TA,8,1,Gd,Attchd,539,TA,0,0,7,2007,224500,1
1895,,11382,Pave,Inside,Gtl,1Fam,6,5,1964,TA,1130,GasA,TA,Y,1374,0,1,0,3,1,TA,7,1,TA,Attchd,286,TA,0,0,8,2007,147000,0
1896,,22002,Pave,Corner,Gtl,1Fam,6,7,1959,TA,1592,GasA,Gd,Y,1652,0,1,1,3,1,Gd,6,1,Gd,Attchd,510,TA,0,0,7,2007,200000,1
1897,,14585,Pave,CulDSac,Gtl,1Fam,6,6,1960,TA,1144,GasA,Ex,Y,1429,0,1,0,3,1,Gd,7,2,Gd,Attchd,572,TA,216,0,6,2007,181900,1
1898,75,7388,Pave,Corner,Gtl,1Fam,5,6,1959,TA,1063,GasA,Gd,Y,1327,0,1,0,3,1,Gd,7,0,NA,Detchd,624,TA,0,0,7,2007,150750,1
1899,70,9842,Pave,FR2,Gtl,Duplex,4,5,1962,NA,0,GasA,TA,Y,1224,0,2,0,2,2,TA,6,0,NA,CarPort,462,TA,0,0,3,2007,101800,0
1900,57,8280,Pave,Inside,Gtl,1Fam,6,5,1950,TA,932,GasA,Ex,Y,932,0,1,0,2,1,Gd,4,1,Gd,Attchd,306,TA,0,0,11,2007,124000,0
1901,85,12172,Pave,Inside,Gtl,1Fam,5,7,1940,TA,822,GasA,TA,Y,908,0,1,0,2,1,TA,4,0,NA,Attchd,512,TA,284,0,10,2007,138500,0
1902,50,5000,Pave,Inside,Mod,1Fam,1,3,1946,NA,0,GasA,Fa,N,334,0,1,0,1,1,Fa,2,0,NA,NA,0,NA,0,0,1,2007,39300,0
1903,50,5000,Pave,Inside,Gtl,1Fam,3,3,1946,Fa,666,GasA,Fa,N,666,0,1,0,2,1,Gd,4,0,NA,NA,0,NA,0,0,4,2007,64500,0
1904,51,3500,Pave,Inside,Gtl,1Fam,3,5,1945,TA,370,GasA,TA,N,442,228,1,0,2,1,Fa,4,0,NA,NA,0,NA,0,0,7,2007,64000,0
1905,50,5175,Pave,Inside,Gtl,1Fam,5,8,1958,TA,808,GasA,Ex,Y,808,0,1,0,2,1,TA,5,0,NA,Detchd,308,TA,143,0,7,2007,112000,0
1906,100,9500,Pave,Corner,Gtl,1Fam,6,6,1964,TA,816,GasA,TA,Y,1127,850,1,1,4,1,TA,9,1,TA,Attchd,540,TA,0,0,6,2007,165000,1
1907,80,9600,Pave,Inside,Gtl,1Fam,5,6,1955,TA,1078,GasA,Ex,Y,1150,0,1,0,2,1,TA,6,0,NA,Attchd,288,TA,0,0,10,2007,144000,0
1908,95,11345,Pave,Corner,Gtl,Duplex,5,5,1948,TA,928,GasA,Gd,Y,928,992,2,0,4,2,TA,10,0,NA,Detchd,400,TA,0,0,7,2007,137000,0
1909,79,9492,Pave,Inside,Gtl,1Fam,5,5,1941,TA,768,GasA,TA,Y,968,408,1,0,3,1,TA,6,1,Gd,Attchd,240,TA,0,0,4,2007,105000,0
1910,79,9480,Pave,Inside,Gtl,1Fam,5,7,1942,TA,728,GasA,Ex,Y,888,756,1,1,3,1,Gd,7,2,Gd,Attchd,312,TA,168,0,6,2007,146500,0
1911,63,8668,Pave,Corner,Gtl,Duplex,5,5,1968,TA,1560,GasA,TA,Y,1560,0,2,0,4,2,TA,8,0,NA,Detchd,792,TA,0,0,5,2007,126000,0
1912,,10050,Pave,Inside,Gtl,1Fam,5,6,1966,TA,793,GasA,Ex,Y,1280,0,2,0,3,1,TA,6,1,TA,Basment,432,TA,140,0,6,2007,175000,1
1913,100,9600,Pave,Inside,Gtl,1Fam,6,5,1961,TA,1218,GasA,TA,Y,1254,0,1,0,3,1,TA,6,1,Gd,Attchd,525,TA,0,0,5,2007,158500,1
1914,70,10150,Pave,Inside,Gtl,1Fam,5,5,1958,TA,912,GasA,Ex,Y,912,0,1,0,2,1,TA,5,0,NA,Attchd,275,TA,0,0,7,2007,114500,0
1915,78,11344,Pave,Inside,Gtl,1Fam,5,5,1958,TA,874,GasW,TA,Y,874,650,1,1,3,1,TA,7,0,NA,Attchd,315,TA,0,0,7,2007,144000,0
1916,,18450,Pave,Inside,Gtl,1Fam,6,5,1965,Gd,1021,GasA,TA,Y,1465,915,2,1,3,1,TA,7,1,Po,CarPort,596,TA,0,0,8,2007,129000,0
1917,73,8760,Pave,Inside,Gtl,1Fam,6,7,1957,TA,936,GasA,TA,Y,936,0,1,0,2,1,Gd,4,0,NA,Attchd,315,TA,0,0,9,2007,141000,0
1918,65,6860,Pave,Inside,Gtl,1Fam,5,6,1956,TA,1008,GasA,Ex,Y,1008,0,1,0,3,1,Fa,6,0,NA,Detchd,308,TA,0,0,12,2007,131000,0
1919,60,8250,Pave,Corner,Gtl,1Fam,5,7,1963,TA,1053,GasA,Gd,Y,1053,0,1,0,3,1,Gd,6,0,NA,2Types,692,TA,240,0,7,2007,142100,0
1920,70,8176,Pave,Inside,Gtl,1Fam,5,6,1958,TA,1056,GasA,Fa,Y,1056,0,1,0,3,1,TA,6,0,NA,Attchd,308,TA,0,0,8,2007,139000,0
1921,75,9750,Pave,Inside,Gtl,1Fam,6,6,1958,TA,1442,GasA,Gd,Y,1442,0,1,1,4,1,TA,7,0,NA,Attchd,301,TA,0,0,4,2007,157900,1
1922,80,9250,Pave,Corner,Gtl,1Fam,5,7,1954,TA,1056,GasA,TA,Y,1056,0,1,0,3,1,TA,6,0,NA,Attchd,260,TA,390,0,7,2007,139400,0
1923,90,11988,Pave,Corner,Gtl,1Fam,6,6,1957,TA,1244,GasA,Ex,Y,1244,0,1,1,3,1,TA,6,2,Gd,Attchd,336,TA,0,0,5,2007,150000,1
1924,70,9100,Pave,Inside,Gtl,1Fam,5,5,1960,TA,1144,GasA,TA,Y,1144,0,1,0,3,1,TA,6,1,Gd,Attchd,336,TA,0,0,6,2007,120000,0
1925,80,9736,Pave,Inside,Gtl,1Fam,6,6,1957,TA,1331,GasA,Gd,Y,1721,0,1,0,4,1,TA,8,3,TA,Attchd,464,TA,0,0,4,2007,174850,1
1926,72,9770,Pave,Inside,Gtl,1Fam,5,5,1957,TA,922,GasA,TA,Y,922,0,1,0,2,1,TA,5,0,NA,Attchd,308,TA,0,0,4,2007,116000,0
1927,72,10152,Pave,Inside,Gtl,1Fam,5,5,1956,TA,1048,GasA,TA,Y,1048,0,1,0,3,1,TA,6,0,NA,Attchd,286,TA,0,0,6,2007,135000,0
1928,,12155,Pave,Inside,Gtl,1Fam,6,3,1970,Gd,1657,GasA,Gd,Y,1657,0,2,0,3,1,TA,7,1,TA,Attchd,484,TA,0,0,3,2007,163500,1
1929,70,12198,Pave,Inside,Gtl,1Fam,5,6,1955,TA,1204,GasA,TA,Y,1411,0,1,0,3,1,TA,7,1,TA,Attchd,310,TA,278,0,6,2007,130000,0
1930,75,10050,Pave,Inside,Gtl,1Fam,5,5,1955,TA,1216,GasA,TA,Y,1216,0,1,0,3,1,TA,5,0,NA,Attchd,336,TA,0,0,8,2007,129500,0
1931,60,11556,Pave,Inside,Gtl,1Fam,5,9,1953,TA,864,GasA,Gd,Y,1154,0,1,1,3,1,Ex,6,0,NA,Detchd,336,TA,63,0,7,2007,142000,0
1932,70,8078,Pave,Inside,Gtl,Duplex,5,5,1958,TA,1560,GasA,TA,Y,1560,0,2,0,4,2,TA,8,0,NA,Detchd,484,TA,0,0,12,2007,128600,0
1933,60,10950,Pave,Inside,Gtl,1Fam,6,6,1952,TA,948,GasA,TA,Y,948,0,1,0,2,1,TA,5,0,NA,Detchd,410,TA,0,0,4,2007,125000,0
1934,68,7942,Pave,Inside,Gtl,1Fam,6,7,1953,TA,1040,GasA,TA,Y,1040,0,1,0,3,1,TA,6,0,NA,Attchd,293,TA,0,0,6,2007,136000,0
1935,66,8923,Pave,Inside,Gtl,1Fam,5,7,1953,TA,1008,GasA,Gd,Y,1008,0,1,0,2,1,Gd,6,0,NA,Attchd,240,TA,0,0,5,2007,134500,0
1936,71,8540,Pave,Corner,Gtl,1Fam,5,8,1956,TA,925,GasA,TA,Y,925,0,1,0,3,1,Gd,5,0,NA,Detchd,252,TA,152,0,6,2007,127000,0
1937,60,7134,Pave,Inside,Mod,1Fam,5,5,1955,TA,384,GasA,TA,Y,1360,0,1,0,3,1,TA,6,1,TA,Detchd,572,TA,0,0,2,2007,130000,0
